Ligand,Starting materials (CuLI) / kcal/mol,Ligand Exchange (CuLpip) / kcal/mol,Relative Energy (TSOA) / kcal/mol,Relative Energy (TSSig) / kcal/mol,Products (CuLI) / kcal/mol,Activation Energy (TSOA) / kcal/mol,TSSig Activation Energy (TSSig) / kcal/mol,Starting material (CuLI),Ligand Exchange (CuLpip),Transition State 1 (TSOA)
VURDET,0,-3.5,16.9,7.3,-63,20.4,10.8,Minimum,Minimum,Correct TS
VURJAT,0,-2.5,17.2,14.5,-63,19.7,17,Minimum,Minimum,Correct TS
VURMIF,0,-13.1,12.4,8.5,-63,25.5,21.5,Minimum,Minimum,Correct TS
VURMUR,0,-11.9,20.9,9.1,-63,32.8,21,Minimum,Minimum,Correct TS
VURNAY,0,-14.5,14.6,6.9,-63,29.1,21.5,Minimum,Minimum,Correct TS
VUWREK,0,-12,20.2,10.2,-63,32.2,22.2,Minimum,Minimum,Correct TS
VUXRAH,0,-10.3,12.6,14.5,-63,22.9,24.8,Minimum,Minimum,Correct TS
VUXRAI,0,-12.5,1.4,8.4,-63,13.8,20.8,Minimum,Minimum,Correct TS
VUYJOO,0,-4.5,17.1,13.6,-63,21.6,18.1,Minimum,Minimum,Correct TS
VUZFIG,0,-22.4,5.1,8.1,-63,27.5,30.5,Minimum,Minimum,Correct TS
VUZHII,0,-12.8,2,7.2,-63,14.8,20,Minimum,Minimum,Correct TS
VUZQUD,0,-7.1,19.9,15.9,-63,27,23,Minimum,Minimum,Correct TS
WABFOW,0,-6.4,6.6,9.3,-63,13,15.7,Minimum,Minimum,Correct TS
WABLUK,0,-16.9,0.3,3.6,-63,17.2,20.5,Minimum,Minimum,Correct TS
WABNAR,0,-10.4,10.9,-0.6,-63,21.3,9.8,Minimum,Minimum,Correct TS
WACJUF,0,-10.5,6.7,7,-63,17.3,17.5,Minimum,Minimum,Correct TS
WADCUA,0,-7.2,14.7,11.5,-63,21.8,18.7,Minimum,Minimum,Correct TS
WADFAM,0,-20.7,18.2,14.5,-63,38.9,35.2,Minimum,Minimum,Correct TS
WADGEO,0,-4.4,16,11.7,-63,20.4,16.1,Minimum,Minimum,Correct TS
WADLIY,0,-11.1,7.9,11.4,-63,19,22.5,Minimum,Minimum,Correct TS
WADPUO,0,-7.1,10.2,10.5,-63,17.3,17.6,Minimum,Minimum,Correct TS
WADQEZ,0,-3.1,12.4,12.3,-63,15.4,15.3,Minimum,Minimum,Correct TS
WAHGUI,0,-10.8,10.4,9.9,-63,21.2,20.7,Minimum,Minimum,Correct TS
WAHWEL,0,-18.8,16.3,0.2,-63,35.1,19,Minimum,Minimum,Correct TS
WAJPUV,0,-6.9,15.5,12.9,-63,22.4,19.8,Minimum,Minimum,Correct TS
WAJQAC,0,-14.9,12.4,8.6,-63,27.3,23.5,Minimum,Minimum,Correct TS
WAJQIK,0,-6.1,17.1,15.5,-63,23.3,21.6,Minimum,Minimum,Correct TS
WALNOP,0,-1.3,20.7,19.1,-63,22,20.4,Minimum,Minimum,Correct TS
WAMQOR,0,-11.1,12.9,8.5,-63,24,19.6,Minimum,Minimum,Correct TS
WANJEA,0,-6.1,16.8,8.6,-63,22.9,14.7,Minimum,Minimum,Correct TS
WANREK,0,-7.5,6.4,10.1,-63,13.9,17.6,Minimum,Minimum,Correct TS
WAPWEQ,0,-9.3,3.8,14.2,-63,13.1,23.5,Minimum,Minimum,Correct TS
WASJEI,0,-7,10.2,8.2,-63,17.2,15.2,Minimum,Minimum,Correct TS
WATDED,0,-15.4,10.4,8.8,-63,25.7,24.2,Minimum,Minimum,Correct TS
WATFED,0,-15.6,2,7.9,-63,17.6,23.5,Minimum,Minimum,Correct TS
WAWLOY,0,-9.3,17.4,9.8,-63,26.8,19.1,Minimum,Minimum,Correct TS
WAXKOY,0,-19,7.8,-10.2,-63,26.8,8.8,Minimum,Minimum,Correct TS
WAZVOK,0,-20.7,13.1,9.6,-63,33.7,30.3,Minimum,Minimum,Correct TS
WECTOQ,0,-3.9,22.2,13.9,-63,26.2,17.9,Minimum,Minimum,Correct TS
WEDXUB,0,-5.8,11.7,12.4,-63,17.5,18.2,Minimum,Minimum,Correct TS
WEGNON,0,-12.8,16.4,10.1,-63,29.2,22.9,Minimum,Minimum,Correct TS
WEGQOQ,0,-15.8,22.8,14.5,-63,38.6,30.2,Minimum,Minimum,Correct TS
WEHFEU04,0,-17.4,-0.4,-0.7,-63,17,16.7,Minimum,Minimum,Correct TS
WEHKAW,0,-12.5,14.4,9.5,-63,26.9,21.9,Minimum,Minimum,Correct TS
WEHKEA,0,-13.2,13.7,8.8,-63,26.8,22,Minimum,Minimum,Correct TS
WEJBUI,0,-7.4,9.5,10.6,-63,16.9,18,Minimum,Minimum,Correct TS
WEJWEQ,0,-4.1,15.7,11.5,-63,19.8,15.6,Minimum,Minimum,Correct TS
WEKBAP,0,-3.6,13.7,10.1,-63,17.2,13.7,Minimum,Minimum,Correct TS
WELKEF,0,-10.6,21.9,8.3,-63,32.5,18.9,Minimum,Minimum,Correct TS
WELSUD,0,2.9,7.7,8.4,-63,7.7,8.4,Minimum,Minimum,Correct TS
WEPWAQ,0,-8.2,3.5,9.4,-63,11.7,17.6,Minimum,Minimum,Correct TS
WEQCON,0,-18.2,-4.1,-2,-63,14.1,16.2,Minimum,Minimum,Correct TS
WEQHEF,0,-6.7,10.2,9.2,-63,16.9,16,Minimum,Minimum,Correct TS
WEQJUY,0,-13.3,12.9,8.9,-63,26.2,22.2,Minimum,Minimum,Correct TS
WERHUX01,0,-4.5,21.3,13,-63,25.8,17.5,Minimum,Minimum,Correct TS
WERJUZ,0,-2.5,13.7,10.6,-63,16.2,13,Minimum,Minimum,Correct TS
WESVUO,0,-8.6,15.6,11.8,-63,24.3,20.4,Minimum,Minimum,Correct TS
WETGAE,0,-7.1,18,13.9,-63,25.1,20.9,Minimum,Minimum,Correct TS
WEVWEA,0,-2.8,13.5,11,-63,16.3,13.8,Minimum,Minimum,Correct TS
WEWSOG10,0,-16.3,7.5,6.8,-63,23.9,23.2,Minimum,Minimum,Correct TS
WEZCUA,0,-7.6,8.7,10,-63,16.3,17.6,Minimum,Minimum,Correct TS
WIBGAQ,0,-5.7,14.8,12.7,-63,20.5,18.4,Minimum,Minimum,Correct TS
WIBLID,0,-8.4,9.3,8.4,-63,17.6,16.8,Minimum,Minimum,Correct TS
WIBNAY,0,-26.7,10.4,10.8,-63,37.1,37.5,Minimum,Minimum,Correct TS
WIBNUT,0,-10.4,16.3,10.8,-63,26.7,21.2,Minimum,Minimum,Correct TS
WIBZEM,0,-14.1,11.8,10.5,-63,25.9,24.6,Minimum,Minimum,Correct TS
WIDDES,0,-0.4,11.1,15.2,-63,11.6,15.6,Minimum,Minimum,Correct TS
WIFYEP,0,-7.7,8.7,9.4,-63,16.4,17.1,Minimum,Minimum,Correct TS
WIGGAV,0,-3.9,14.3,10.4,-63,18.1,14.2,Minimum,Minimum,Correct TS
WIGLOQ,0,-5.2,17.7,27.5,-63,23,32.7,Minimum,Minimum,Correct TS
WIHCAS,0,-7.1,9.4,9.8,-63,16.5,16.9,Minimum,Minimum,Correct TS
WIHDAU,0,-9.3,21.3,11.7,-63,30.6,21,Minimum,Minimum,Correct TS
WIHFID,0,-10.7,17.6,15.4,-63,28.3,26.1,Minimum,Minimum,Correct TS
WIJVET,0,-6.3,13.3,11.1,-63,19.6,17.4,Minimum,Minimum,Correct TS
WIKRAL,0,-12.7,14.7,10.3,-63,27.3,23,Minimum,Minimum,Correct TS
WINMAI,0,-8.1,13.5,13.4,-63,21.6,21.5,Minimum,Minimum,Correct TS
WIPHEI,0,-4.4,9.5,9.8,-63,13.8,14.2,Minimum,Minimum,Correct TS
WIPLAK,0,-7.1,14.4,10.3,-63,21.5,17.5,Minimum,Minimum,Correct TS
WIPVOG,0,-15.1,3.9,4,-63,19.1,19.1,Minimum,Minimum,Correct TS
WIQZOL,0,-5.5,18.9,15.7,-63,24.4,21.2,Minimum,Minimum,Correct TS
WISJIU01,0,-6.3,17.2,13,-63,23.4,19.3,Minimum,Minimum,Correct TS
WISRUN,0,-5.7,14,13.6,-63,19.6,19.3,Minimum,Minimum,Correct TS
WITPIB,0,-30.7,9.7,4.8,-63,40.4,35.5,Minimum,Minimum,Correct TS
WITTOI,0,-6.5,8.4,10.8,-63,14.9,17.4,Minimum,Minimum,Correct TS
WITWUU,0,-0.9,21.8,14.5,-63,22.8,15.4,Minimum,Minimum,Correct TS
WIVSUR,0,-5.7,15.8,11.3,-63,21.4,16.9,Minimum,Minimum,Correct TS
WIWGOB,0,-9,1.2,8.7,-63,10.2,17.7,Minimum,Minimum,Correct TS
WIXCAI,0,-5.2,20.5,13.8,-63,25.8,19,Minimum,Minimum,Correct TS
WOBNOQ,0,-13.7,2.5,6.1,-63,16.2,19.8,Minimum,Minimum,Correct TS
WOBQAG,0,-13.1,6.2,6.3,-63,19.3,19.4,Minimum,Minimum,Correct TS
WOCHUR,0,-7,11.8,11.5,-63,18.7,18.5,Minimum,Minimum,Correct TS
WOCLUY,0,-9,16.3,10,-63,25.2,19,Minimum,Minimum,Correct TS
WOCMEJ,0,-6.1,16.6,12.8,-63,22.7,18.9,Minimum,Minimum,Correct TS
WOCREL,0,-13.9,11.6,8.2,-63,25.5,22.1,Minimum,Minimum,Correct TS
WODLAD,0,-4.5,17.6,13.6,-63,22.1,18.1,Minimum,Minimum,Correct TS
WOGGAC,0,-6,11.9,12.6,-63,17.8,18.6,Minimum,Minimum,Correct TS
WOGGIK,0,-6.8,12.1,12.7,-63,18.9,19.5,Minimum,Minimum,Correct TS
WOGHAE,0,-10.1,1.5,7.6,-63,11.6,17.7,Minimum,Minimum,Correct TS
WOHDAB,0,-7.8,10.5,11.1,-63,18.4,18.9,Minimum,Minimum,Correct TS
WOJBEE,0,-2.3,12.4,10.3,-63,14.7,12.6,Minimum,Minimum,Correct TS
WOJPIW,0,-9,8.5,8.2,-63,17.5,17.2,Minimum,Minimum,Correct TS
WOKPAO,0,-7.1,6.9,10.5,-63,14,17.5,Minimum,Minimum,Correct TS
WOKQET,0,-7.3,9.1,9.1,-63,16.4,16.4,Minimum,Minimum,Correct TS
WOKROD,0,-10.8,11.5,10.4,-63,22.3,21.2,Minimum,Minimum,Correct TS
WOKXAX,0,-5.3,7.9,9.5,-63,13.2,14.8,Minimum,Minimum,Correct TS
WOKYUS,0,-3.9,14,14.4,-63,17.9,18.3,Minimum,Minimum,Correct TS
WOLHOW,0,-8.8,10,8.5,-63,18.8,17.3,Minimum,Minimum,Correct TS
WOLJUF,0,-12.6,6.2,7.9,-63,18.8,20.5,Minimum,Minimum,Correct TS
WOMHUD,0,-4.5,28,15.2,-63,32.5,19.7,Minimum,Minimum,Correct TS
WOMWAY,0,-3.7,20.7,13,-63,24.4,16.7,Minimum,Minimum,Correct TS
WOMWEC,0,0.1,21.4,17.6,-63,21.4,17.6,Minimum,Minimum,Correct TS
WONLUJ02,0,-16.1,9.5,10.2,-63,25.6,26.4,Minimum,Minimum,Correct TS
WONWIH,0,-6.8,13.6,29.1,-63,20.4,35.9,Minimum,Minimum,Correct TS
WOQCUC,0,-5.6,14.4,15.7,-63,19.9,21.3,Minimum,Minimum,Correct TS
WOQVON,0,-5.2,15.2,11.5,-63,20.3,16.7,Minimum,Minimum,Correct TS
WOQXIL,0,-5.5,11,12.6,-63,16.5,18.2,Minimum,Minimum,Correct TS
WOTZUD,0,-12.6,5.9,6.7,-63,18.5,19.3,Minimum,Minimum,Correct TS
WOVXIO,0,-12.6,5.3,9,-63,17.9,21.5,Minimum,Minimum,Correct TS
WOWDUK,0,-15.2,3.7,4.1,-63,18.8,19.2,Minimum,Minimum,Correct TS
WOZJIH,0,-12.7,3.3,7.1,-63,16.1,19.8,Minimum,Minimum,Correct TS
WUBDAY01,0,-8.6,7.2,11.7,-63,15.7,20.3,Minimum,Minimum,Correct TS
WUBJAE,0,-6.2,14.4,10.2,-63,20.6,16.5,Minimum,Minimum,Correct TS
WUGDAE,0,-5.4,9.5,17.2,-63,14.9,22.5,Minimum,Minimum,Correct TS
WUGROI,0,-11.1,8.7,10,-63,19.7,21.1,Minimum,Minimum,Correct TS
WUHYED,0,-8.3,12.4,12.3,-63,20.7,20.6,Minimum,Minimum,Correct TS
WUHYIH,0,-9.3,11.4,10.3,-63,20.7,19.6,Minimum,Minimum,Correct TS
WUJXAA,0,-6.7,15.5,12.8,-63,22.2,19.5,Minimum,Minimum,Correct TS
WUKCUD,0,-1.7,34.9,13.7,-63,36.7,15.5,Minimum,Minimum,Correct TS
WUKNUN,0,-10.9,7.6,15.9,-63,18.6,26.9,Minimum,Minimum,Correct TS
WUKQIC,0,-6.3,5.7,9.4,-63,12,15.7,Minimum,Minimum,Correct TS
WUKXUV,0,2.3,25.3,19.3,-63,25.3,19.3,Minimum,Minimum,Correct TS
WUKZAE,0,-4.5,15.3,11.6,-63,19.9,16.1,Minimum,Minimum,Correct TS
WUKZIO,0,4.1,17.2,25.6,-63,17.2,25.6,Minimum,Minimum,Correct TS
WULJEU,0,-4.7,15.1,11.8,-63,19.8,16.5,Minimum,Minimum,Correct TS
WUMXUZ,0,-14.8,4.5,5.8,-63,19.2,20.6,Minimum,Minimum,Correct TS
WUMYAG,0,-16.2,3.1,5.4,-63,19.3,21.6,Minimum,Minimum,Correct TS
WUNZOW,0,-4,17.5,15.1,-63,21.5,19.1,Minimum,Minimum,Correct TS
WUPNUR,0,-4,17.3,12.9,-63,21.3,16.9,Minimum,Minimum,Correct TS
WUQKAW01,0,-16.5,8.5,9.5,-63,25,26,Minimum,Minimum,Correct TS
WUQSUY,0,-3.9,17.5,13.9,-63,21.3,17.8,Minimum,Minimum,Correct TS
WURQAC,0,-9.4,3.2,6.4,-63,12.5,15.7,Minimum,Minimum,Correct TS
WUTDUL,0,-11.2,17,10.6,-63,28.2,21.8,Minimum,Minimum,Correct TS
WUTFIB,0,-5.5,15.2,10.8,-63,20.7,16.3,Minimum,Minimum,Correct TS
WUVWAL,0,-2.6,-8572.8,13.4,-63,-8570.2,16,Minimum,Minimum,Correct TS
WUVWIT,0,-2.7,16.2,17.6,-63,18.9,20.3,Minimum,Minimum,Correct TS
WUVWOB,0,-13.5,11.1,11.7,-63,24.6,25.2,Minimum,Minimum,Correct TS
WUWYAQ,0,-11.6,10.8,10.4,-63,22.3,21.9,Minimum,Minimum,Correct TS
WUYPAI,0,-4.5,8.4,11,-63,12.9,15.5,Minimum,Minimum,Correct TS
XABCUZ,0,-3.7,16.4,13.9,-63,20.1,17.6,Minimum,Minimum,Correct TS
XABWAA,0,-8.4,11.7,9.3,-63,20.2,17.8,Minimum,Minimum,Correct TS
XACSOL,0,-15.2,9.5,17.4,-63,24.6,32.6,Minimum,Minimum,Correct TS
XAFDIV,0,9328.5,9345.1,9345.3,-63,9345.1,9345.3,Minimum,Minimum,Correct TS
XAFSIG,0,-13.8,2.6,6,-63,16.4,19.8,Minimum,Minimum,Correct TS
XAGGOB,0,-6.4,12.5,13.8,-63,18.9,20.3,Minimum,Minimum,Correct TS
XAGKUL,0,-3.5,14.6,12.6,-63,18.1,16.2,Minimum,Minimum,Correct TS
XAHPAX,0,7,17.9,9.9,-63,17.9,9.9,Minimum,Minimum,Correct TS
XALDOG,0,-18.4,5.4,4.1,-63,23.7,22.4,Minimum,Minimum,Correct TS
XALNAC,0,-4.6,16.2,15.1,-63,20.8,19.6,Minimum,Minimum,Correct TS
XALNEF,0,3.9,5.2,12.8,-63,5.2,12.8,Minimum,Minimum,Correct TS
XALSAG,0,-6.9,3.8,8.5,-63,10.7,15.4,Minimum,Minimum,Correct TS
XALVUB,0,-12.8,-0.3,6.5,-63,12.5,19.2,Minimum,Minimum,Correct TS
XAMMEF,0,-35,-21.8,13.4,-63,13.2,48.4,Minimum,Minimum,Correct TS
XANAZH01,0,-20.4,10,5.9,-63,30.4,26.3,Minimum,Minimum,Correct TS
XANTOS,0,-14.7,17.6,7,-63,32.3,21.7,Minimum,Minimum,Correct TS
XAPFAX,0,-10.7,6.1,6.9,-63,16.8,17.6,Minimum,Minimum,Correct TS
XAPKOQ,0,-4.4,16.3,11.5,-63,20.8,15.9,Minimum,Minimum,Correct TS
XAPMAC,0,-8.6,13,12.6,-63,21.6,21.3,Minimum,Minimum,Correct TS
XAPTOY,0,1.7,22.8,13.9,-63,22.8,13.9,Minimum,Minimum,Correct TS
XAPVES,0,-22.6,21,12.8,-63,43.6,35.4,Minimum,Minimum,Correct TS
XAPWAN,0,-8.5,8,11.5,-63,16.4,19.9,Minimum,Minimum,Correct TS
XASLOS,0,-3.9,13.3,-57,-63,17.2,-53.1,Minimum,Minimum,Correct TS
XATWUK,0,-11.3,16.3,13.4,-63,27.6,24.7,Minimum,Minimum,Correct TS
XAVTEW,0,-4,18.3,12.9,-63,22.3,16.9,Minimum,Minimum,Correct TS
XAXLIU,0,-9.6,1.8,8,-63,11.4,17.6,Minimum,Minimum,Correct TS
XAYMIT,0,-11.9,6.2,5.6,-63,18.1,17.5,Minimum,Minimum,Correct TS
XAYWIF,0,-6.6,16.4,13.3,-63,23,19.9,Minimum,Minimum,Correct TS
XAZGAH,0,-9.2,3.7,7.9,-63,12.9,17.1,Minimum,Minimum,Correct TS
XAZPOF,0,-8.7,6.2,8.8,-63,14.9,17.4,Minimum,Minimum,Correct TS
XEBMEX,0,-3.9,14.8,14.3,-63,18.7,18.2,Minimum,Minimum,Correct TS
XEBTIJ,0,-5.3,8.1,9.6,-63,13.4,14.9,Minimum,Minimum,Correct TS
XEBVEH,0,-15.6,0.9,1.3,-63,16.5,16.9,Minimum,Minimum,Correct TS
XEBZUB,0,-3.5,12.4,10,-63,15.9,13.5,Minimum,Minimum,Correct TS
XECJEU03,0,-9.1,9.8,9.8,-63,18.8,18.9,Minimum,Minimum,Correct TS
XECJIY,0,-6.3,14,15.2,-63,20.4,21.5,Minimum,Minimum,Correct TS
XEDHUM,0,-7.2,15,12.8,-63,22.2,20,Minimum,Minimum,Correct TS
XEDJOI,0,-8.2,12.8,10.6,-63,21,18.8,Minimum,Minimum,Correct TS
XEFCOA,0,-18.6,11.7,8.3,-63,30.2,26.9,Minimum,Minimum,Correct TS
XEGJOI,0,-4.2,11.5,12.4,-63,15.8,16.6,Minimum,Minimum,Correct TS
XEGMAX01,0,-19.8,6,12.2,-63,25.9,32,Minimum,Minimum,Correct TS
XEGPII,0,-6.4,12.5,12.6,-63,18.9,19,Minimum,Minimum,Correct TS
XEHTAH,0,-8.9,9.4,8.4,-63,18.3,17.3,Minimum,Minimum,Correct TS
XEHTEL,0,-9.2,9.4,8.5,-63,18.6,17.7,Minimum,Minimum,Correct TS
XEHZAL,0,-14.6,13.5,13.4,-63,28.1,27.9,Minimum,Minimum,Correct TS
XEJLEE,0,-6.3,16,13.9,-63,22.3,20.2,Minimum,Minimum,Correct TS
XEJTIS,0,-13.9,4.2,3.6,-63,18.1,17.5,Minimum,Minimum,Correct TS
XEKLAB,0,-9.2,15,11.1,-63,24.2,20.4,Minimum,Minimum,Correct TS
XEKYES,0,-7,17.1,13.8,-63,24.1,20.8,Minimum,Minimum,Correct TS
XELJEE,0,-12.4,7.2,10.1,-63,19.7,22.5,Minimum,Minimum,Correct TS
XELSIT,0,-12.7,9.4,7.6,-63,22.1,20.3,Minimum,Minimum,Correct TS
XENJUX,0,-3.2,18.5,15.1,-63,21.8,18.4,Minimum,Minimum,Correct TS
XEPSUG,0,-6,12.1,9.1,-63,18.1,15.1,Minimum,Minimum,Correct TS
XERPIU,0,-12.2,5.2,9.8,-63,17.4,22,Minimum,Minimum,Correct TS
XESVAU,0,-9.1,10.2,9.2,-63,19.3,18.3,Minimum,Minimum,Correct TS
XEWXOO,0,-14.7,25.1,2.1,-63,39.8,16.8,Minimum,Minimum,Correct TS
XEXNEU,0,-10.7,4.8,7.9,-63,15.5,18.6,Minimum,Minimum,Correct TS
XEXPIA,0,-7.6,4,9,-63,11.6,16.6,Minimum,Minimum,Correct TS
XEYXUV,0,-5.6,21.5,13.3,-63,27.1,18.9,Minimum,Minimum,Correct TS
XEZLET,0,-12.4,15.7,10.4,-63,28.1,22.8,Minimum,Minimum,Correct TS
XIBLAW,0,-6.6,15,13.7,-63,21.6,20.3,Minimum,Minimum,Correct TS
XIBLAX,0,-3.7,14.8,12.5,-63,18.5,16.3,Minimum,Minimum,Correct TS
XIBSUX,0,-10.1,8.5,8.5,-63,18.6,18.6,Minimum,Minimum,Correct TS
XIBZOY,0,-15.2,3.8,9.5,-63,19.1,24.7,Minimum,Minimum,Correct TS
XICREI,0,-4.4,15.2,11.2,-63,19.6,15.7,Minimum,Minimum,Correct TS
XIFKON01,0,-12.4,13.9,10.6,-63,26.3,23,Minimum,Minimum,Correct TS
XIFMIJ01,0,-13,12.8,10,-63,25.8,23,Minimum,Minimum,Correct TS
XIFNIK02,0,-9.8,15.2,13.5,-63,25.1,23.3,Minimum,Minimum,Correct TS
XIJCAW,0,-8.3,7,7.5,-63,15.3,15.8,Minimum,Minimum,Correct TS
XIJDOJ,0,-15.5,-3.1,2.4,-63,12.4,17.9,Minimum,Minimum,Correct TS
XIKMOV,0,-9.4,12.1,7.7,-63,21.5,17.1,Minimum,Minimum,Correct TS
XIKPUF,0,-9.1,12.4,9.4,-63,21.5,18.5,Minimum,Minimum,Correct TS
XIKYEX,0,0.3,16,14.9,-63,16,14.9,Minimum,Minimum,Correct TS
XIKZUP,0,-9.4,1.6,10.8,-63,11,20.2,Minimum,Minimum,Correct TS
XIMCON,0,-3.1,15.6,12.4,-63,18.6,15.5,Minimum,Minimum,Correct TS
XINBUU,0,0.6,22.8,12.8,-63,22.8,12.8,Minimum,Minimum,Correct TS
XINJAF,0,-10.7,-6.4,3.9,-63,4.3,14.6,Minimum,Minimum,Correct TS
XINNEN,0,-6.1,11.9,80.2,-63,18,86.3,Minimum,Minimum,Correct TS
XIQCEF,0,-2.7,20.6,12.8,-63,23.3,15.5,Minimum,Minimum,Correct TS
XITCIM,0,-2.1,20.4,9,-63,22.5,11.1,Minimum,Minimum,Correct TS
XITCOS,0,0.4,16.6,13,-63,16.6,13,Minimum,Minimum,Correct TS
XITCUY,0,-8.1,7.5,12.7,-63,15.6,20.8,Minimum,Minimum,Correct TS
XIVWUX,0,-7.8,9,9.4,-63,16.8,17.1,Minimum,Minimum,Correct TS
XIXLAT,0,-11.4,11.9,10.4,-63,23.3,21.8,Minimum,Minimum,Correct TS
XIZXAI,0,-8.8,6.1,9,-63,14.9,17.9,Minimum,Minimum,Correct TS
XOCFAW,0,-6.4,9.7,5,-63,16.1,11.3,Minimum,Minimum,Correct TS
XOCFEA,0,-6.6,3.1,10.4,-63,9.7,17,Minimum,Minimum,Correct TS
XOCJEE01,0,-10.7,16.7,11,-63,27.4,21.7,Minimum,Minimum,Correct TS
XODZIZ,0,-9,12.5,9.5,-63,21.5,18.5,Minimum,Minimum,Correct TS
XOFYAS,0,-20.6,-1.9,-7.1,-63,18.6,13.5,Minimum,Minimum,Correct TS
XOGWEX,0,-9.4,14.2,10.5,-63,23.6,19.9,Minimum,Minimum,Correct TS
XOHMEM,0,-8.8,17.3,11.5,-63,26,20.3,Minimum,Minimum,Correct TS
XOKXUS,0,-13.8,10.9,11.9,-63,24.7,25.7,Minimum,Minimum,Correct TS
XOLZOP,0,-2.1,-6.1,14.9,-63,-3.9,17,Minimum,Minimum,Correct TS
XOMCAE,0,-2.5,13.6,13,-63,16.1,15.5,Minimum,Minimum,Correct TS
XOPCOV,0,-4.5,18.4,12,-63,22.9,16.5,Minimum,Minimum,Correct TS
XOPYOS,0,-9.9,23.1,19.2,-63,33,29.1,Minimum,Minimum,Correct TS
XOQCAJ,0,-14.8,-19.6,7.5,-63,-4.8,22.3,Minimum,Minimum,Correct TS
XORQIG,0,-5.4,16.2,21.1,-63,21.6,26.5,Minimum,Minimum,Correct TS
XORTIJ,0,-2.2,28.1,18.6,-63,30.3,20.8,Minimum,Minimum,Correct TS
XOSBOX,0,-8.2,10.2,11.5,-63,18.4,19.7,Minimum,Minimum,Correct TS
XOSHOD,0,-15.3,4.1,5.2,-63,19.4,20.5,Minimum,Minimum,Correct TS
XOTCUG,0,-14.4,-9.8,11.7,-63,4.6,26,Minimum,Minimum,Correct TS
XOTREF,0,-9.1,6.1,9.8,-63,15.3,18.9,Minimum,Minimum,Correct TS
XOWFEX,0,-13.5,-9.7,12.9,-63,3.8,26.5,Minimum,Minimum,Correct TS
XOXQAD,0,-23.6,10.4,5.6,-63,34.1,29.2,Minimum,Minimum,Correct TS
XOYHIC,0,-9.6,11.1,14.9,-63,20.7,24.5,Minimum,Minimum,Correct TS
XOZHEZ,0,-12.9,14.6,9.1,-63,27.5,22,Minimum,Minimum,Correct TS
XUBFOS,0,-6.8,11.1,12.4,-63,17.9,19.2,Minimum,Minimum,Correct TS
XUBMEM,0,-22.4,-28.5,-1.4,-63,-6.1,21,Minimum,Minimum,Correct TS
XUBZOJ,0,-13.3,-6.4,-15.5,-63,6.9,-2.2,Minimum,Minimum,Correct TS
XUCLIT,0,-19.8,4.8,0.7,-63,24.6,20.5,Minimum,Minimum,Correct TS
XUFGUC,0,-15.9,3.3,0.2,-63,19.1,16,Minimum,Minimum,Correct TS
XUHZEF,0,-4,15.7,14.2,-63,19.7,18.2,Minimum,Minimum,Correct TS
XUKFUF,0,-7.9,7.5,10.5,-63,15.4,18.4,Minimum,Minimum,Correct TS
XUKHOB,0,-5.9,16.4,12.1,-63,22.3,18,Minimum,Minimum,Correct TS
XUKLOF,0,-8.8,14.7,11.9,-63,23.5,20.7,Minimum,Minimum,Correct TS
XUKSOO,0,-3.7,17.7,16.1,-63,21.4,19.8,Minimum,Minimum,Correct TS
XULHOD,0,-5,15.8,11.7,-63,20.8,16.7,Minimum,Minimum,Correct TS
XULSOO,0,-3.2,12.4,9.8,-63,15.6,13,Minimum,Minimum,Correct TS
XUMNID,0,-26.5,-25.2,20.2,-63,1.3,46.8,Minimum,Minimum,Correct TS
XUQBOB,0,-14.4,1.2,6.3,-63,15.6,20.6,Minimum,Minimum,Correct TS
XUQXOW,0,-3,137.4,14.1,-63,140.4,17.1,Minimum,Minimum,Correct TS
XURBES,0,-7.5,-2.8,-51.6,-63,4.7,-44.1,Minimum,Minimum,Correct TS
XURCIW,0,-5.1,12.5,8.9,-63,17.6,14,Minimum,Minimum,Correct TS
XURKIG,0,-7.9,7.2,7.2,-63,15,15.1,Minimum,Minimum,Correct TS
XURKUS,0,-7.8,5.7,6.6,-63,13.5,14.4,Minimum,Minimum,Correct TS
XURNEG,0,-15.4,4.4,7.6,-63,19.8,23,Minimum,Minimum,Correct TS
XUTXUG,0,-22.9,-5.9,-5.2,-63,17,17.7,Minimum,Minimum,Correct TS
XUVGUS,0,-6.4,4.1,8.5,-63,10.5,14.9,Minimum,Minimum,Correct TS
XUYZAT,0,-4.7,14.7,12,-63,19.4,16.7,Minimum,Minimum,Correct TS
XZTCDD,0,-12.5,11.3,11.8,-63,23.8,24.3,Minimum,Minimum,Correct TS
YADJES,0,-4.6,15.6,13.8,-63,20.1,18.4,Minimum,Minimum,Correct TS
YAFWAF,0,-7.7,2.3,9.6,-63,10,17.3,Minimum,Minimum,Correct TS
YAGNAW,0,-5.8,8.6,11.5,-63,14.4,17.3,Minimum,Minimum,Correct TS
YAGTIL,0,-15.9,-12.5,9.1,-63,3.4,25,Minimum,Minimum,Correct TS
YAHVUA,0,-8.8,3,5,-63,11.8,13.8,Minimum,Minimum,Correct TS
YAHYUD,0,-17,2.3,5.1,-63,19.3,22.1,Minimum,Minimum,Correct TS
YAJKIF,0,-3.7,15.8,11.1,-63,19.4,14.8,Minimum,Minimum,Correct TS
