Ligand,Starting materials (CuLI) / kcal/mol,Ligand Exchange (CuLpip) / kcal/mol,Relative Energy (TSOA) / kcal/mol,Relative Energy (TSSig) / kcal/mol,Products (CuLI) / kcal/mol,Activation Energy (TSOA) / kcal/mol,TSSig Activation Energy (TSSig) / kcal/mol,Starting material (CuLI),Ligand Exchange (CuLpip),Transition State 2 (TSSig)
VIMWUL,0,-3.8,-4.8,12.6,-63,-1,16.4,Minimum,Minimum,Correct TS
VIMXAS,0,-3.2,-3.4,15,-63,-0.2,18.3,Minimum,Minimum,Correct TS
VIMYIZ,0,-1.9,-34.8,8.7,-63,-32.9,10.6,Minimum,Minimum,Correct TS
VINGEH,0,-1.2,0.7,14.7,-63,2,16,Minimum,Minimum,Correct TS
VINGII,0,-1,-2,17.4,-63,-1,18.3,Minimum,Minimum,Correct TS
VINWOG,0,-3.3,20.5,15.5,-63,23.8,18.8,Minimum,Minimum,Correct TS
VINWUM,0,-13.6,-6.7,12.7,-63,6.8,26.3,Minimum,Minimum,Correct TS
VINXEW,0,-6.9,4.3,15.8,-63,11.2,22.7,Minimum,Minimum,Correct TS
VIPFEI,0,-6.6,10.6,10.6,-63,17.2,17.2,Minimum,Minimum,Correct TS
VIPKIO01,0,-8.3,19.4,12.9,-63,27.7,21.2,Minimum,Minimum,Correct TS
VIPMEP,0,-5.1,12,10.3,-63,17.1,15.4,Minimum,Minimum,Correct TS
VIPPIU,0,-4.1,19.4,12.2,-63,23.4,16.3,Minimum,Minimum,Correct TS
VIPSAP,0,-13.6,2.5,6.7,-63,16.1,20.3,Minimum,Minimum,Correct TS
VIPSIY,0,-9.6,9.3,8.4,-63,18.9,18,Minimum,Minimum,Correct TS
VIQCIK,0,-3.5,-8.1,14.8,-63,-4.6,18.3,Minimum,Minimum,Correct TS
VIQCOQ,0,-1.7,-15.3,17,-63,-13.6,18.8,Minimum,Minimum,Correct TS
VIQWOI,0,-15.1,-2,5.8,-63,13.1,20.9,Minimum,Minimum,Correct TS
VIQWUO,0,-15.1,-5,6.3,-63,10.2,21.5,Minimum,Minimum,Correct TS
VIQYUS,0,-8.1,13.3,12.2,-63,21.5,20.3,Minimum,Minimum,Correct TS
VIRDEH,0,-6,9.3,11.7,-63,15.3,17.7,Minimum,Minimum,Correct TS
VIRDOP,0,-8.3,13.7,8.7,-63,22.1,17,Minimum,Minimum,Correct TS
VIRHAF,0,-14.4,3.9,6.1,-63,18.3,20.5,Minimum,Minimum,Correct TS
VIRXOJ,0,-6.1,-6.8,12.6,-63,-0.7,18.7,Minimum,Minimum,Correct TS
VIRYEA,0,-7.2,-5.9,13.5,-63,1.3,20.7,Minimum,Minimum,Correct TS
VISJOY,0,-15.8,-2.5,8,-63,13.2,23.8,Minimum,Minimum,Correct TS
VISRIY,0,2.9,-11.1,21.1,-63,-11.1,21.1,Minimum,Minimum,Correct TS
VISSAR,0,-34.5,7.1,13.2,-63,41.6,47.7,Minimum,Minimum,Correct TS
VISSUM,0,12.4,-3.7,19.6,-63,-3.7,19.6,Minimum,Minimum,Correct TS
VISTAT,0,-1.6,-1.7,20.2,-63,-0.1,21.8,Minimum,Minimum,Correct TS
VISVEB,0,-12.8,-2.5,2.5,-63,10.3,15.3,Minimum,Minimum,Correct TS
VITAAC01,0,-6.9,-9.7,14,-63,-2.8,20.9,Minimum,Minimum,Correct TS
VIVBOU01,0,-2.5,-6.7,13.8,-63,-4.2,16.3,Minimum,Minimum,Correct TS
VIVMAR,0,-11,12,12.5,-63,23,23.5,Minimum,Minimum,Correct TS
VIVRUN,0,-5.8,-9.7,11.5,-63,-3.9,17.3,Minimum,Minimum,Correct TS
VIVTAV,0,-6.1,9.8,11.6,-63,15.9,17.7,Minimum,Minimum,Correct TS
VIVVEE,0,-8.3,-2.6,10.6,-63,5.7,18.9,Minimum,Minimum,Correct TS
VIWJAP,0,-11.6,-16.6,13.4,-63,-5,25,Minimum,Minimum,Correct TS
VIXMUL,0,-4.3,23.6,12.6,-63,27.9,16.9,Minimum,Minimum,Correct TS
VIXNEY,0,-10,10,8.1,-63,20,18,Minimum,Minimum,Correct TS
VIXNIC,0,-9.6,10.3,8.3,-63,19.9,17.9,Minimum,Minimum,Correct TS
VIXNUL,0,-5.5,-11.7,12,-63,-6.2,17.5,Minimum,Minimum,Correct TS
VIXWOR,0,-7.5,12.6,9.2,-63,20.1,16.7,Minimum,Minimum,Correct TS
VIXYUZ,0,-1.7,54.3,13.3,-63,56.1,15,Minimum,Minimum,Correct TS
VIYJIW,0,-4.7,12.7,12.3,-63,17.4,17,Minimum,Minimum,Correct TS
VIYQOL,0,-9.7,3.8,5.5,-63,13.5,15.2,Minimum,Minimum,Correct TS
VIYYAG,0,-10.7,-1.9,17,-63,8.8,27.8,Minimum,Minimum,Correct TS
VIZHIW01,0,-13.2,-9.9,13.4,-63,3.2,26.6,Minimum,Minimum,Correct TS
VIZKAS,0,-24.1,-36,-2.7,-63,-11.9,21.4,Minimum,Minimum,Correct TS
VOBCIA,0,0.7,20.3,13,-63,20.3,13,Minimum,Minimum,Correct TS
VOBDOF,0,-13.2,-9.1,12.6,-63,4.1,25.8,Minimum,Minimum,Correct TS
VOBLUV,0,-4.2,13.4,10.3,-63,17.5,14.4,Minimum,Minimum,Correct TS
VOBMAC,0,-3.8,-4.6,12.3,-63,-0.7,16.1,Minimum,Minimum,Correct TS
VOBMEG,0,-4,13.2,10.6,-63,17.2,14.6,Minimum,Minimum,Correct TS
VOBMUW,0,-3.7,-10.1,11.7,-63,-6.4,15.4,Minimum,Minimum,Correct TS
VOBXAL,0,-1.5,1.7,13.7,-63,3.2,15.2,Minimum,Minimum,Correct TS
VOBXIU,0,1.6,-7.1,17,-63,-7.1,17,Minimum,Minimum,Correct TS
VOCDID,0,-5.1,14.1,11.7,-63,19.2,16.8,Minimum,Minimum,Correct TS
VOCHUR,0,-31.7,-16,7.1,-63,15.7,38.8,Minimum,Minimum,Correct TS
VOCPIO,0,-5.7,-5,11,-63,0.8,16.8,Minimum,Minimum,Correct TS
VOCQEL,0,-13.1,20.2,12.7,-63,33.3,25.9,Minimum,Minimum,Correct TS
VODWEQ,0,-14,-9.4,13.4,-63,4.7,27.4,Minimum,Minimum,Correct TS
VOFBAW,0,0.3,-7.6,22.7,-63,-7.6,22.7,Minimum,Minimum,Correct TS
VOFHOQ,0,-14.6,6.7,5.7,-63,21.3,20.3,Minimum,Minimum,Correct TS
VOFTOZ,0,-11.3,-14.9,5.2,-63,-3.6,16.5,Minimum,Minimum,Correct TS
VOFTUH,0,-7.4,10.8,10.6,-63,18.2,18,Minimum,Minimum,Correct TS
VOGNUC,0,-9.1,-55.9,9.4,-63,-46.7,18.5,Minimum,Minimum,Correct TS
VOGSEP,0,-3.1,-6.8,18.4,-63,-3.7,21.5,Minimum,Minimum,Correct TS
VOGTOD,0,-23.1,-3,0,-63,20.2,23.2,Minimum,Minimum,Correct TS
VOHBUR,0,-10.2,8.7,5.8,-63,18.9,16,Minimum,Minimum,Correct TS
VOHCAY,0,-8.3,14.7,9.9,-63,23,18.2,Minimum,Minimum,Correct TS
VOHCEC,0,-6.7,17.6,12.8,-63,24.3,19.5,Minimum,Minimum,Correct TS
VOHDAZ,0,-4.3,7.9,8.3,-63,12.2,12.6,Minimum,Minimum,Correct TS
VOHJOT,0,-4.3,-8.3,17.1,-63,-4,21.4,Minimum,Minimum,Correct TS
VOHJOU,0,-9.1,2.2,9.8,-63,11.3,18.8,Minimum,Minimum,Correct TS
VOHJUZ,0,-12.4,-11,13.7,-63,1.4,26.2,Minimum,Minimum,Correct TS
VOHKIO,0,-2.8,-6.6,14.8,-63,-3.8,17.6,Minimum,Minimum,Correct TS
VOHNAI,0,-1.1,-4.3,14.5,-63,-3.2,15.6,Minimum,Minimum,Correct TS
VOHNUC,0,-4.9,22.7,14.7,-63,27.6,19.6,Minimum,Minimum,Correct TS
VOHWEU,0,-11.2,-2.9,14.5,-63,8.3,25.7,Minimum,Minimum,Correct TS
VOHZUP,0,-11.8,9.7,10.7,-63,21.5,22.4,Minimum,Minimum,Correct TS
VOJRIY,0,-3.5,21.1,16.1,-63,24.6,19.6,Minimum,Minimum,Correct TS
VOJTOF,0,-12.2,-1.6,6.7,-63,10.5,18.9,Minimum,Minimum,Correct TS
VOKGUZ,0,-10.4,11.7,8.7,-63,22.1,19.1,Minimum,Minimum,Correct TS
VOKPAP,0,2.5,-11.8,16.9,-63,-11.8,16.9,Minimum,Minimum,Correct TS
VOKZAY,0,-1.6,-10.6,21.4,-63,-9,23,Minimum,Minimum,Correct TS
VOLDAC,0,-6.4,11,12.8,-63,17.4,19.2,Minimum,Minimum,Correct TS
VOLTUN,0,-12.3,-2.7,7.7,-63,9.7,20,Minimum,Minimum,Correct TS
VOLWUQ,0,-5.9,15.6,10.5,-63,21.5,16.4,Minimum,Minimum,Correct TS
VOMFOS,0,-12,-8.9,12.9,-63,3.1,24.9,Minimum,Minimum,Correct TS
VOMXIE,0,-14.9,1.6,4.7,-63,16.4,19.5,Minimum,Minimum,Correct TS
VONYUS,0,-4.2,-13.5,23.5,-63,-9.3,27.7,Minimum,Minimum,Correct TS
VONZOP,No Value,No Value,No Value,No Value,No Value,No Value,No Value,Minimum,Minimum,Correct TS
VOPJEP,0,-6.2,9.1,10.1,-63,15.3,16.3,Minimum,Minimum,Correct TS
VOPKER,0,-18.3,-39.8,1.2,-63,-21.5,19.5,Minimum,Minimum,Correct TS
VOPWOP,0,-1.6,-9.8,15.5,-63,-8.1,17.1,Minimum,Minimum,Correct TS
VOQKAO,0,-1.9,17.6,15.5,-63,19.4,17.4,Minimum,Minimum,Correct TS
VOQKUI,0,-12.7,-4.3,8.5,-63,8.4,21.2,Minimum,Minimum,Correct TS
VOQNEV,0,-7.7,-9.6,13.1,-63,-1.9,20.8,Minimum,Minimum,Correct TS
VOQNOF,0,-7.6,9.5,8.9,-63,17,16.5,Minimum,Minimum,Correct TS
VOQPIB,0,-4.9,8.1,34,-63,13,38.8,Minimum,Minimum,Correct TS
VOQSIG,0,-4.8,13,10.5,-63,17.9,15.3,Minimum,Minimum,Correct TS
VOQXOP,0,-4.8,16.1,12.3,-63,20.9,17.1,Minimum,Minimum,Correct TS
VORCOV,0,-9.4,-4.7,11.4,-63,4.7,20.8,Minimum,Minimum,Correct TS
VORCUB,0,-6,14.9,10.8,-63,20.9,16.7,Minimum,Minimum,Correct TS
VORGOA,0,-3.4,23.5,13.7,-63,26.9,17.1,Minimum,Minimum,Correct TS
VORHOA,0,-3.3,-8.3,15,-63,-5,18.2,Minimum,Minimum,Correct TS
VORJOB,0,-12.3,16.7,10.5,-63,29,22.8,Minimum,Minimum,Correct TS
VORLAQ,0,-4.6,14.2,10.8,-63,18.8,15.3,Minimum,Minimum,Correct TS
VORMEV,0,-3.5,-1.8,12.6,-63,1.7,16.1,Minimum,Minimum,Correct TS
VORPAU,0,-52.5,-45.5,7,-63,6.9,59.5,Minimum,Minimum,Correct TS
VOSDUC,0,-7.3,29.3,9.2,-63,36.6,16.5,Minimum,Minimum,Correct TS
VOSNOJ,0,-2.7,-12.8,10.2,-63,-10.1,12.9,Minimum,Minimum,Correct TS
VOTMEY,0,10.5,16.2,9.4,-63,16.2,9.4,Minimum,Minimum,Correct TS
VOVPII,0,-7.9,-7.7,8.8,-63,0.2,16.7,Minimum,Minimum,Correct TS
VOVXEL,0,-10.1,17.7,13,-63,27.8,23.1,Minimum,Minimum,Correct TS
VOVXIP,0,-8.6,15.3,11.9,-63,23.9,20.5,Minimum,Minimum,Correct TS
VOWCOC,0,-6.6,13.3,9.2,-63,19.8,15.7,Minimum,Minimum,Correct TS
VOWRIK,0,-8.4,10.5,11,-63,18.8,19.3,Minimum,Minimum,Correct TS
VOWTEG,0,-6.2,-9.3,16.3,-63,-3.1,22.5,Minimum,Minimum,Correct TS
VOXFUJ01,0,-12.6,-10.8,13.7,-63,1.8,26.3,Minimum,Minimum,Correct TS
VOXJAT,0,-2.9,-9.2,13.2,-63,-6.3,16.1,Minimum,Minimum,Correct TS
VOXLAV,0,-5.4,19.4,11.3,-63,24.9,16.7,Minimum,Minimum,Correct TS
VOYTIP,0,-6.5,-29.1,10.1,-63,-22.5,16.6,Minimum,Minimum,Correct TS
VOZHUN,0,-7.2,12.1,12.5,-63,19.3,19.7,Minimum,Minimum,Correct TS
VOZSEI,0,-3.2,-8.6,18.5,-63,-5.4,21.7,Minimum,Minimum,Correct TS
VUBVAR,0,-5.1,-0.8,13.9,-63,4.2,19,Minimum,Minimum,Correct TS
VUDBOL,0,-5.9,-6.4,14.9,-63,-0.5,20.8,Minimum,Minimum,Correct TS
VUDFAC,0,-8.1,-6.7,10.9,-63,1.5,19,Minimum,Minimum,Correct TS
VUDVEX,0,-16.6,3.1,4,-63,19.7,20.6,Minimum,Minimum,Correct TS
VUFMOY,0,-8.8,10.3,25.6,-63,19.2,34.4,Minimum,Minimum,Correct TS
VUFTUL,0,-17.5,5.9,7.9,-63,23.4,25.4,Minimum,Minimum,Correct TS
VUGREW,0,-6,3.8,10.1,-63,9.8,16.1,Minimum,Minimum,Correct TS
VUGTOI,0,-5.7,-8.2,12.3,-63,-2.5,18,Minimum,Minimum,Correct TS
VUHHEN,0,-2.2,-6.9,13.4,-63,-4.7,15.6,Minimum,Minimum,Correct TS
VUHKAN,0,-2.6,-6.4,13.4,-63,-3.9,16,Minimum,Minimum,Correct TS
VUHKIV,0,-6.4,3.7,7,-63,10.1,13.4,Minimum,Minimum,Correct TS
VUHKOB,0,-7.8,4.5,6.2,-63,12.3,14,Minimum,Minimum,Correct TS
VUHMAM,0,-8.1,11.3,9.5,-63,19.3,17.5,Minimum,Minimum,Correct TS
VUHMOA,0,-8.1,12.6,7.3,-63,20.7,15.4,Minimum,Minimum,Correct TS
VUJLES,0,-2.6,18.7,13.8,-63,21.3,16.5,Minimum,Minimum,Correct TS
VUJNEW,0,-1.9,-9.3,15.7,-63,-7.5,17.6,Minimum,Minimum,Correct TS
VUJTEZ,0,-14,-10.4,13.2,-63,3.6,27.1,Minimum,Minimum,Correct TS
VUJZEF,0,-5,-9.6,11.2,-63,-4.6,16.2,Minimum,Minimum,Correct TS
VUKCOW,0,-13.2,12.5,8.9,-63,25.6,22.1,Minimum,Minimum,Correct TS
VUKWON,0,-8,9,9.3,-63,17,17.3,Minimum,Minimum,Correct TS
VULQOJ,0,-4.9,13.4,11.7,-63,18.3,16.6,Minimum,Minimum,Correct TS
VULSUT,0,-13,2.8,9.9,-63,15.8,22.9,Minimum,Minimum,Correct TS
VUMXAF,0,-8.9,11.1,10.6,-63,20,19.6,Minimum,Minimum,Correct TS
VUNFER,0,-2.9,-8.9,10.2,-63,-5.9,13.1,Minimum,Minimum,Correct TS
VUNMOG,0,-4.2,-8.5,13.1,-63,-4.3,17.4,Minimum,Minimum,Correct TS
VUNTAZ,0,-12.3,-15.5,8.1,-63,-3.2,20.4,Minimum,Minimum,Correct TS
VUNTON,0,-7.2,18.8,12.8,-63,26,20,Minimum,Minimum,Correct TS
VURBAL,0,-14,-10.9,12.3,-63,3.1,26.3,Minimum,Minimum,Correct TS
VURDET,0,-3.5,16.9,7.3,-63,20.4,10.8,Minimum,Minimum,Correct TS
VURJAT,0,-2.5,17.2,14.5,-63,19.7,17,Minimum,Minimum,Correct TS
VURMIF,0,-13.1,12.4,8.5,-63,25.5,21.5,Minimum,Minimum,Correct TS
VURMUR,0,-11.9,20.9,9.1,-63,32.8,21,Minimum,Minimum,Correct TS
VURNAY,0,-14.5,14.6,6.9,-63,29.1,21.5,Minimum,Minimum,Correct TS
VURXAJ,0,5.6,-9.8,18.4,-63,-9.8,18.4,Minimum,Minimum,Correct TS
VUTGEW,0,-13.8,-4.5,12.7,-63,9.3,26.5,Minimum,Minimum,Correct TS
VUWNUW,0,-1.3,109.6,10.6,-63,111,11.9,Minimum,Minimum,Correct TS
VUWPUA,0,-2.3,-2.2,19.1,-63,0.1,21.4,Minimum,Minimum,Correct TS
VUWQIP,0,-3.7,-2.4,15.6,-63,1.3,19.3,Minimum,Minimum,Correct TS
VUWRAI,0,-3.6,1.9,14.4,-63,5.5,18.1,Minimum,Minimum,Correct TS
VUWREK,0,-12,20.2,10.2,-63,32.2,22.2,Minimum,Minimum,Correct TS
VUWRUA,0,-3.7,-4.8,12.8,-63,-1.1,16.5,Minimum,Minimum,Correct TS
VUWXUG,0,-3.1,-13.1,17.8,-63,-10,20.9,Minimum,Minimum,Correct TS
VUWYER,0,-13.6,-3.6,7.9,-63,10,21.5,Minimum,Minimum,Correct TS
VUXRAH,0,-10.3,12.6,14.5,-63,22.9,24.8,Minimum,Minimum,Correct TS
VUXRAI,0,-12.5,1.4,8.4,-63,13.8,20.8,Minimum,Minimum,Correct TS
VUXXET,0,-13.7,-11.2,13.3,-63,2.4,27,Minimum,Minimum,Correct TS
VUYJOO,0,-4.5,17.1,13.6,-63,21.6,18.1,Minimum,Minimum,Correct TS
VUYMIL,0,-16.2,-0.6,10.3,-63,15.5,26.4,Minimum,Minimum,Correct TS
VUZFAZ,0,-6.4,0.1,14.8,-63,6.6,21.2,Minimum,Minimum,Correct TS
VUZFIG,0,-22.4,5.1,8.1,-63,27.5,30.5,Minimum,Minimum,Correct TS
VUZHII,0,-12.8,2,7.2,-63,14.8,20,Minimum,Minimum,Correct TS
VUZHOO,0,-1.4,-4.7,13.9,-63,-3.3,15.2,Minimum,Minimum,Correct TS
VUZHUU,0,-7.3,1.4,9.1,-63,8.7,16.4,Minimum,Minimum,Correct TS
VUZQUD,0,-7.1,19.9,15.9,-63,27,23,Minimum,Minimum,Correct TS
VUZREO,0,-11,-22,6.7,-63,-11,17.7,Minimum,Minimum,Correct TS
WABFOW,0,-6.4,6.6,9.3,-63,13,15.7,Minimum,Minimum,Correct TS
WABLUK,0,-16.9,0.3,3.6,-63,17.2,20.5,Minimum,Minimum,Correct TS
WABPAT,0,-6,-10.3,11.4,-63,-4.3,17.4,Minimum,Minimum,Correct TS
WACFEN,0,-22,-9,10.4,-63,13,32.4,Minimum,Minimum,Correct TS
WACJUF,0,-10.5,6.7,7,-63,17.3,17.5,Minimum,Minimum,Correct TS
WACKIU,0,-10.7,-3.6,6.7,-63,7.1,17.3,Minimum,Minimum,Correct TS
WACSEA,0,-0.3,-9.3,21.1,-63,-9,21.4,Minimum,Minimum,Correct TS
WACYEG,0,-4.5,-8.1,12.1,-63,-3.6,16.6,Minimum,Minimum,Correct TS
WADCUA,0,-7.2,14.7,11.5,-63,21.8,18.7,Minimum,Minimum,Correct TS
WADFAM,0,-20.7,18.2,14.5,-63,38.9,35.2,Minimum,Minimum,Correct TS
WADGEO,0,-4.4,16,11.7,-63,20.4,16.1,Minimum,Minimum,Correct TS
WADJUI,0,-2.9,-9.6,17.8,-63,-6.7,20.7,Minimum,Minimum,Correct TS
WADMAR,0,-12.4,4.4,7.4,-63,16.8,19.8,Minimum,Minimum,Correct TS
WADPUO,0,-7.1,10.2,10.5,-63,17.3,17.6,Minimum,Minimum,Correct TS
WADQEZ,0,-3.1,12.4,12.3,-63,15.4,15.3,Minimum,Minimum,Correct TS
WADSAW,0,-15.4,1,6,-63,16.5,21.4,Minimum,Minimum,Correct TS
WADYOR,0,-8,1.1,12.7,-63,9.1,20.7,Minimum,Minimum,Correct TS
WAFFUG,0,-3.3,-10.6,16.4,-63,-7.3,19.7,Minimum,Minimum,Correct TS
WAFMIB,0,-10,4.1,8.8,-63,14.1,18.8,Minimum,Minimum,Correct TS
WAFMUO,0,-6.5,14,11.7,-63,20.5,18.2,Minimum,Minimum,Correct TS
WAHCIS,0,-3.3,-10,11,-63,-6.8,14.3,Minimum,Minimum,Correct TS
WAHGUI,0,-10.8,10.4,9.9,-63,21.2,20.7,Minimum,Minimum,Correct TS
WAJNAX,0,-3.3,-3.8,18.1,-63,-0.5,21.4,Minimum,Minimum,Correct TS
WAJNOO,0,-9.9,-7,10,-63,2.9,19.8,Minimum,Minimum,Correct TS
WAJPUV,0,-6.9,15.5,12.9,-63,22.4,19.8,Minimum,Minimum,Correct TS
WAJQAC,0,-14.9,12.4,8.6,-63,27.3,23.5,Minimum,Minimum,Correct TS
WAJQEG,0,-7.3,-2.4,16.2,-63,4.9,23.5,Minimum,Minimum,Correct TS
WAJQIK,0,-6.1,17.1,15.5,-63,23.3,21.6,Minimum,Minimum,Correct TS
WAJRAE,0,-0.2,-9,20.4,-63,-8.8,20.6,Minimum,Minimum,Correct TS
WALFEY,0,-2.5,-10.3,18.8,-63,-7.8,21.3,Minimum,Minimum,Correct TS
WALGUL,0,-19,-10.1,0.5,-63,8.9,19.5,Minimum,Minimum,Correct TS
WALNOP,0,-1.3,20.7,19.1,-63,22,20.4,Minimum,Minimum,Correct TS
WALWOY,0,5217.3,5218.5,5242.2,-63,5218.5,5242.2,Minimum,Minimum,Correct TS
WAMQOR,0,-11.1,12.9,8.5,-63,24,19.6,Minimum,Minimum,Correct TS
WANJEA,0,-6.1,16.8,8.6,-63,22.9,14.7,Minimum,Minimum,Correct TS
WANREK,0,-7.5,6.4,10.1,-63,13.9,17.6,Minimum,Minimum,Correct TS
WANXOZ,0,4,-9.3,20.5,-63,-9.3,20.5,Minimum,Minimum,Correct TS
WAPLUX,0,-3.6,-4.7,12.9,-63,-1.1,16.6,Minimum,Minimum,Correct TS
WAPWEQ,0,-9.3,3.8,14.2,-63,13.1,23.5,Minimum,Minimum,Correct TS
WAPXOA,0,-9.2,-7.6,9.3,-63,1.6,18.5,Minimum,Minimum,Correct TS
WAQPOU,0,-1.7,-14.7,21.1,-63,-13,22.8,Minimum,Minimum,Correct TS
WAQQOV,0,-15.5,-28.8,6.6,-63,-13.3,22,Minimum,Minimum,Correct TS
WARCID,0,-34.5,-22.4,13.8,-63,12.1,48.4,Minimum,Minimum,Correct TS
WARSUD,0,0.2,-6.1,25.1,-63,-6.1,25.1,Minimum,Minimum,Correct TS
WASDUP,0,-4.4,-8,14.8,-63,-3.6,19.1,Minimum,Minimum,Correct TS
WASJEI,0,-7,10.2,8.2,-63,17.2,15.2,Minimum,Minimum,Correct TS
WATDED,0,-15.4,10.4,8.8,-63,25.7,24.2,Minimum,Minimum,Correct TS
WATFAZ,0,-17.1,1.1,4.5,-63,18.3,21.6,Minimum,Minimum,Correct TS
WATFED,0,-15.6,2,7.9,-63,17.6,23.5,Minimum,Minimum,Correct TS
WAWLOV,0,-5.2,-9,12.6,-63,-3.8,17.8,Minimum,Minimum,Correct TS
WAXLUC,0,-17.1,6.6,5.6,-63,23.6,22.6,Minimum,Minimum,Correct TS
WAXPIW,0,-6.3,5,10.1,-63,11.2,16.3,Minimum,Minimum,Correct TS
WAYQIY,0,-4.9,13.8,11.8,-63,18.7,16.8,Minimum,Minimum,Correct TS
WAZVOK,0,-20.7,13.1,9.6,-63,33.7,30.3,Minimum,Minimum,Correct TS
WEBCIR,0,-10.1,0.1,12.1,-63,10.2,22.2,Minimum,Minimum,Correct TS
WEBFUE,0,-14.6,-6.9,6.2,-63,7.7,20.9,Minimum,Minimum,Correct TS
WEBYOT,0,-7.4,-8.2,13.3,-63,-0.8,20.7,Minimum,Minimum,Correct TS
WEBYUZ,0,-22.7,-15.8,18.4,-63,6.9,41,Minimum,Minimum,Correct TS
WECQAX,0,-7.8,-4.6,12.8,-63,3.2,20.6,Minimum,Minimum,Correct TS
WECTOQ,0,-3.9,22.2,13.9,-63,26.2,17.9,Minimum,Minimum,Correct TS
WEDXUB,0,-5.8,11.7,12.4,-63,17.5,18.2,Minimum,Minimum,Correct TS
WEFRUX,0,-0.9,21.7,17.7,-63,22.6,18.6,Minimum,Minimum,Correct TS
WEGNON,0,-12.8,16.4,10.1,-63,29.2,22.9,Minimum,Minimum,Correct TS
WEGNUT,0,-13.9,-8.7,13.1,-63,5.2,26.9,Minimum,Minimum,Correct TS
WEGQOQ,0,-15.8,22.8,14.5,-63,38.6,30.2,Minimum,Minimum,Correct TS
WEHCAO,0,-4.3,-10.2,8.9,-63,-5.8,13.3,Minimum,Minimum,Correct TS
WEHFEU04,0,-17.4,-0.4,-0.7,-63,17,16.7,Minimum,Minimum,Correct TS
WEHHOH,0,-8.2,12.5,10,-63,20.7,18.3,Minimum,Minimum,Correct TS
WEHKAW,0,-12.5,14.4,9.5,-63,26.9,21.9,Minimum,Minimum,Correct TS
WEHKEA,0,-13.2,13.7,8.8,-63,26.8,22,Minimum,Minimum,Correct TS
WEHWIQ,0,-9.9,-10.5,13.3,-63,-0.7,23.1,Minimum,Minimum,Correct TS
WEHYEP,0,-3.9,-1.2,15.6,-63,2.7,19.5,Minimum,Minimum,Correct TS
WEJBUI,0,-7.4,9.5,10.6,-63,16.9,18,Minimum,Minimum,Correct TS
WEJSOW,0,-6.4,-7.3,13.3,-63,-0.9,19.7,Minimum,Minimum,Correct TS
WEKBAP,0,-3.6,13.7,10.1,-63,17.2,13.7,Minimum,Minimum,Correct TS
WEKCIY,0,-3.1,-1.8,15.1,-63,1.3,18.1,Minimum,Minimum,Correct TS
WELKEF,0,-10.6,21.9,8.3,-63,32.5,18.9,Minimum,Minimum,Correct TS
WELMEF,No Value,No Value,No Value,No Value,No Value,No Value,No Value,Minimum,Minimum,Correct TS
WELSUD,0,2.9,7.7,8.4,-63,7.7,8.4,Minimum,Minimum,Correct TS
WELYOB,0,4.3,-9.3,17,-63,-9.3,17,Minimum,Minimum,Correct TS
WEMHOO,0,-5.1,-2.2,12.1,-63,2.9,17.2,Minimum,Minimum,Correct TS
WEMREO,0,-13.7,-7.4,27,-63,6.3,40.7,Minimum,Minimum,Correct TS
WENJOR,0,-8.7,-8.2,9.4,-63,0.4,18.1,Minimum,Minimum,Correct TS
WENPAG,0,-9.8,11.1,18.1,-63,20.9,28,Minimum,Minimum,Correct TS
WENZIB,0,-4.7,-8.9,18.9,-63,-4.3,23.5,Minimum,Minimum,Correct TS
WEPDEB01,0,-15.8,-5.6,1.3,-63,10.2,17.1,Minimum,Minimum,Correct TS
WEPWAQ,0,-8.2,3.5,9.4,-63,11.7,17.6,Minimum,Minimum,Correct TS
WEQCON,0,-18.2,-4.1,-2,-63,14.1,16.2,Minimum,Minimum,Correct TS
WEQFEG,0,-9.2,16,13.7,-63,25.1,22.8,Minimum,Minimum,Correct TS
WEQHEF,0,-6.7,10.2,9.2,-63,16.9,16,Minimum,Minimum,Correct TS
WEQJUY,0,-13.3,12.9,8.9,-63,26.2,22.2,Minimum,Minimum,Correct TS
WERCAY,0,0.9,-15.3,17.3,-63,-15.3,17.3,Minimum,Minimum,Correct TS
WERHUX01,0,-4.5,21.3,13,-63,25.8,17.5,Minimum,Minimum,Correct TS
WERJUZ,0,-2.5,13.7,10.6,-63,16.2,13,Minimum,Minimum,Correct TS
WERLEL01,0,-16.7,-9.8,15.5,-63,6.8,32.2,Minimum,Minimum,Correct TS
WESVUO,0,-8.6,15.6,11.8,-63,24.3,20.4,Minimum,Minimum,Correct TS
WETGAE,0,-7.1,18,13.9,-63,25.1,20.9,Minimum,Minimum,Correct TS
WETGUA,0,-2,-7.8,9.6,-63,-5.8,11.6,Minimum,Minimum,Correct TS
WEVDEH,0,-0.8,-3.5,12.7,-63,-2.7,13.5,Minimum,Minimum,Correct TS
WEVWEA,0,-2.8,13.5,11,-63,16.3,13.8,Minimum,Minimum,Correct TS
WEWPUJ,0,-11.8,-8.2,12.7,-63,3.5,24.5,Minimum,Minimum,Correct TS
WEWRIA,0,-2.9,-7.8,12.1,-63,-4.8,15,Minimum,Minimum,Correct TS
WEWSOG10,0,-16.3,7.5,6.8,-63,23.9,23.2,Minimum,Minimum,Correct TS
WEXJAM,0,-16,-30.9,5.8,-63,-14.9,21.9,Minimum,Minimum,Correct TS
