Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_35A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,Cu-N,Cu-C,C-I,Cu-I-C,I-C-N,C-N-Cu,Lowdin_Charge_Cu,Lowdin_Charge_N,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_N,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_N,Atomic_Population_C,Atomic_Population_I,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu-I,Bond_Order_C-I,Bond_Order_Cu-N,Bond_Order_Cu-L1,Bond_Order_Cu-L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_N_s,Orbital_Charge_N_pz,Orbital_Charge_N_px,Orbital_Charge_N_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L1_dxz,Orbital_Charge_L1_dyz,Orbital_Charge_L1_dxy,Orbital_Charge_L1_dz2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_py,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_L2_dyz,Orbital_Charge_L2_dz2,ImgFreq,Ea
JESYEO,87.7,-7.39,188.36,2.8,10.68,8.54,36.1,33,22.9,791.3,-3.4324,-1.9361,2.09,2,-0.02,0.15,1.96,3.13,2.21,78.62,89.95,98.48,0.3548,-0.3086,-0.1495,0.1462,-0.4751,-0.501,2.0278,2.6255,3.4302,1.3116,2.0134,2.0024,28.8187,7.2624,5.7322,25.2104,8.4686,8.4787,0.3855,0.7935,0.6287,0.3474,0.4119,2.9364,0.9751,1.1257,1.0156,3.24,1.3485,1.2031,1.4408,3.7176,3.5766,3.8771,3.4968,10.1856,2.0239,2.072,2.0229,2.0417,2.025,6.3181,12.4812,4.1575,4.1259,4.1977,9.8459,1.9572,1.9409,1.9765,1.9882,1.9832,1.5228,1.6174,1.4682,0.3826,0.0458,0.0701,0.103,0.0508,1.5846,1.6047,1.4212,0.4114,0.0595,0.0999,0.0686,-149.8,18.1
AQIDIO,88.52,7.4,189.37,1.7,8.61,14.81,30.6,20.6,11.3,756.54,-3.2714,-2.5088,1.96,1.99,-0.05,-0.1,1.99,3.15,2.24,80.5,88.36,97.86,0.334,-0.3018,-0.1412,0.1332,-0.6488,-0.5901,2.3752,2.6073,3.4553,1.3785,2.009,2.0438,28.8637,7.2539,5.7625,25.2049,8.5009,8.3998,0.492,0.7516,0.5698,0.5348,0.4553,2.9389,1.0021,1.1088,0.9966,3.247,1.3706,1.2011,1.4078,3.72,3.39,3.8619,3.7056,10.1892,2.0296,2.0614,2.0219,2.0528,2.0235,6.3026,12.5527,4.1884,4.1429,4.2215,9.8106,1.9815,1.9829,1.9733,1.9281,1.9447,1.5415,1.7208,1.4667,0.4102,0.0293,0.0993,0.1133,0.0517,1.4917,1.675,1.5043,0.4079,0.0582,0.0782,0.0498,-171.4,18.1
MUBKIE,93.21,3.17,193.59,1.84,13.08,8.37,33.4,22.6,13.9,798.88,-3.1175,-1.9636,1.99,1.97,-0.05,-0.06,1.96,3.2,2.22,80.04,88.68,100.73,0.3526,-0.3074,-0.1482,0.1077,-0.584,-0.6582,2.2395,2.6325,3.4254,1.2776,1.955,1.99,28.8044,7.265,5.734,25.2473,8.4528,8.4831,0.3602,0.7895,0.6062,0.4307,0.4589,2.9382,1.0324,1.0453,1.037,3.242,1.2682,1.2892,1.4313,3.7261,3.6803,3.8976,3.3969,10.1914,2.032,2.055,2.0208,2.042,2.0415,6.3101,12.5275,4.1485,4.1532,4.2258,9.8098,1.96,1.9509,1.9891,1.9823,1.9275,1.5777,1.6896,1.4469,0.3613,0.0253,0.0762,0.1134,0.0457,1.5156,1.7142,1.4909,0.4189,0.0657,0.0911,0.0691,-146.36,18.1
IBUMAT,88.53,5.52,188.16,1.26,7.44,8.23,30.5,21.6,12.5,586,-3.1463,-2.1446,1.98,2,-0.04,-0.08,1.99,3.05,2.22,76.67,89.61,94.62,0.3312,-0.3019,-0.1455,0.1092,-0.51,-0.6328,2.1869,2.5937,3.3811,1.3083,2.0534,1.9759,28.8357,7.251,5.7393,25.239,8.4862,8.4876,0.4386,0.7513,0.5672,0.4284,0.4766,2.9381,0.9866,1.1003,1.0241,3.2447,1.3121,1.2277,1.4416,3.7204,3.4595,3.9007,3.618,10.1922,2.026,2.0815,2.0191,2.0451,2.0205,6.3042,12.5261,4.1598,4.158,4.2083,9.8385,1.9603,1.967,1.9572,1.9708,1.9832,1.5012,1.6924,1.4504,0.3754,0.037,0.0937,0.1003,0.0533,1.5387,1.6759,1.4841,0.4319,0.051,0.0828,0.0602,-182.67,18.1
RICDAJ,94.92,-0.54,201.47,2.79,7.29,10.06,37.3,27.6,17.1,712.63,-2.2864,-1.1594,2.01,2.04,-0.06,-0.06,1.97,3.24,2.19,82.47,85.91,94.16,0.247,-0.3459,-0.1773,0.0971,-0.2034,-0.7756,2.2998,2.6699,3.4889,1.2961,2.8821,1.8694,28.8908,7.2673,5.7918,25.2748,7.3082,8.5534,0.4068,0.7745,0.6138,0.5013,0.4955,2.942,1.0092,1.0967,1.0382,3.2402,1.308,1.2495,1.473,3.7108,3.5399,3.9273,3.5007,10.2242,2.0267,2.1022,2.0199,2.0439,2.0314,6.3505,12.5742,4.1455,4.2058,4.2229,9.8282,1.967,1.9417,1.9584,1.9767,1.9844,1.3553,1.3439,1.2573,0.0799,0.0184,0.0113,0.0129,0.0126,1.614,1.726,1.477,0.4201,0.0553,0.0919,0.0721,-63.38,18.1
WODLAD,83.54,15.86,181.97,1.7,7.87,7.37,32.3,23.7,13.8,622.02,-3.3986,-2.0719,2.06,1.98,-0.15,-0.08,1.97,3.13,2.25,78.99,88.67,99.47,0.391,-0.2913,-0.137,0.1359,-0.6496,-0.6613,2.2181,2.6555,3.4237,1.3372,1.9209,2.021,28.8429,7.2703,5.735,25.2189,8.4319,8.4716,0.402,0.7456,0.6104,0.3931,0.5083,2.9375,0.9597,1.1005,1.0433,3.2429,1.3551,1.1918,1.4259,3.725,3.7092,3.7708,3.4701,10.189,2.0291,2.0473,2.0414,2.0486,2.0226,6.3397,12.4708,4.1589,4.0871,4.2248,9.7986,1.9767,1.9306,1.9765,1.9934,1.9213,1.5278,1.6489,1.5174,0.419,0.0836,0.0874,0.0923,0.0659,1.657,1.6148,1.4493,0.4269,0.073,0.0925,0.0597,-200.32,18.1
ALXANM11,83.68,1.1,182.01,2.71,4.43,7.6,30.6,20,10.4,557.02,-3.1518,-1.9807,2.01,2,-0.01,-0.03,1.94,3.13,2.27,79.73,87.81,98.97,0.3271,-0.2947,-0.1362,0.1053,-0.5541,-0.6791,2.269,2.6424,3.4043,1.3438,2.1398,1.7232,28.8604,7.2621,5.7453,25.249,8.4295,8.5656,0.4844,0.696,0.5975,0.4107,0.5098,2.9412,0.9862,1.1097,1.0049,3.2418,1.3016,1.2487,1.4253,3.7235,3.5408,3.9183,3.5162,10.1958,2.0226,2.0865,2.0154,2.0431,2.0282,6.315,12.5371,4.1708,4.1393,4.2269,9.8209,1.957,1.9363,1.9602,1.9881,1.9793,1.6197,1.5769,1.4473,0.3958,0.036,0.0981,0.1055,0.0479,1.6792,1.559,1.4964,0.3934,0.0636,0.0547,0.0576,-211.6,18.1
SAQYOX,86.49,10.28,186.59,1.7,8.68,7.84,32.1,23.7,16.8,718,-3.1229,-2.0834,1.97,1.99,-0.1,-0.08,2,3.13,2.23,80.06,88.55,96.39,0.3285,-0.3078,-0.1465,0.1302,-0.6193,-0.6867,2.3385,2.6128,3.4299,1.3687,2.0283,1.9534,28.9051,7.2611,5.752,25.2166,8.434,8.5259,0.4947,0.7426,0.5689,0.49,0.5122,2.9393,1.0028,1.111,0.9987,3.247,1.3586,1.2093,1.4178,3.7162,3.3565,3.8871,3.7138,10.1962,2.0261,2.0656,2.0215,2.0593,2.0238,6.3041,12.5421,4.1821,4.1491,4.2109,9.8253,1.9758,1.9939,1.9699,1.9447,1.941,1.5296,1.6542,1.5033,0.423,0.0659,0.0842,0.1052,0.0647,1.5619,1.7322,1.4637,0.4138,0.0444,0.1048,0.0634,-153.92,18.1
HOSWAQ,92.3,-1.89,194.9,2.76,7.26,8.31,33.2,26,17.6,691.71,-3.7709,-3.0222,1.96,1.94,-0.03,0.05,1.95,3.1,2.28,78.5,88.66,98.95,0.3637,-0.2721,-0.1175,0.139,-0.5335,-0.5731,2.5112,2.6598,3.4832,1.4065,2.061,2.0758,28.8535,7.2253,5.7753,25.1792,8.4252,8.6149,0.5105,0.7315,0.602,0.5119,0.5157,2.9361,0.9909,1.1046,0.9902,3.2389,1.3586,1.195,1.4027,3.7306,3.5592,3.7995,3.6019,10.1697,2.035,2.0559,2.0288,2.0314,2.0186,6.2878,12.5676,4.1895,4.1572,4.2209,9.7809,1.9703,1.9232,1.9959,1.9566,1.9349,1.4585,1.6481,1.5117,0.414,0.0587,0.0759,0.1134,0.0576,1.5501,1.6188,1.4696,0.4534,0.0455,0.1042,0.0547,-249.07,18.1
MAGJIQ,89.73,0.41,195.19,4.91,8.37,8.49,39.5,36.6,28.4,840.28,-3.715,-3.2169,2.06,1.93,-0.11,0.03,1.95,3.04,2.26,76.84,89.72,96.71,0.3579,-0.2903,-0.1239,0.1897,-0.5876,-0.587,2.3818,2.6574,3.4205,1.409,2.0066,2.0787,28.8393,7.2329,5.7557,25.1651,8.4222,8.4416,0.4879,0.7284,0.6192,0.3668,0.5219,2.9363,0.9992,1.077,1.0151,3.2381,1.2778,1.2662,1.4316,3.724,3.4562,3.905,3.5547,10.1704,2.0235,2.069,2.0151,2.0427,2.0201,6.3047,12.5451,4.1818,4.1447,4.2186,9.7923,1.965,1.8916,1.9815,1.9837,1.9705,1.5164,1.6035,1.505,0.4533,0.0598,0.0985,0.1152,0.0613,1.6182,1.5802,1.4357,0.4698,0.0544,0.1179,0.0648,-233.24,18.1
URAKUU,93.23,0.64,194.24,2.71,6.31,8.64,30.5,21.7,14,648.77,-3.0007,-1.4976,1.98,1.96,-0.04,-0.05,1.98,3.12,2.19,76.09,89.98,96.61,0.3637,-0.3156,-0.163,0.1082,-0.5149,-0.7174,2.1222,2.5984,3.3727,1.2321,2.0304,1.9524,28.8102,7.2559,5.7322,25.2425,8.5009,8.5395,0.2953,0.8332,0.597,0.4178,0.5303,2.9379,1.0021,1.0953,1.0309,3.2428,1.2866,1.2651,1.4453,3.7222,3.5018,3.9211,3.5596,10.187,2.0225,2.0837,2.0153,2.0423,2.0233,6.314,12.5025,4.1246,4.1773,4.2006,9.8198,1.9594,1.9641,1.9389,1.9652,1.9922,1.5697,1.6254,1.4463,0.3774,0.0318,0.0869,0.1124,0.0498,1.6153,1.6821,1.4733,0.4354,0.0438,0.0853,0.0522,-126.93,18.1
DECYAM,84.01,-1.07,228.12,2.28,11.15,6.06,39.4,28.9,16.9,786.17,-3.7126,-2.9207,1.92,1.98,0.04,-0.02,1.95,3.16,2.27,80.38,88.18,101.82,0.1304,-0.2909,-0.123,0.144,-0.0548,-0.1535,2.6848,2.6469,3.5437,1.4076,3.2574,3.1453,28.9164,7.2296,5.7883,25.166,6.9397,7.0556,0.4682,0.7595,0.577,0.6282,0.5333,2.9364,1.0198,1.0303,1.0407,3.2423,1.3343,1.2626,1.3745,3.731,3.7982,3.4755,3.6794,10.1719,2.0382,2.0284,2.0455,2.0271,2.0327,6.375,12.7121,4.2107,4.2366,4.2648,9.7826,1.9642,1.9688,1.9024,1.9732,1.974,1.1994,1.2858,1.2756,0.1254,0.0154,0.0203,0.0293,0.013,1.2777,1.2178,1.3769,0.0936,0.014,0.0165,0.0121,-228.86,18.1
NEQGEY,82.01,1.03,194.06,2.27,12.86,8.11,33.1,24.6,15.6,816.48,-2.972,-2.1753,2.12,1.96,-0.04,-0.01,1.95,3.36,2.17,81.96,89.05,104.15,0.1588,-0.3524,-0.1783,0.1358,-0.1436,-0.1232,2.109,2.6291,3.5185,1.2523,3.107,3.1981,28.8317,7.2822,5.7901,25.1953,7.0856,6.9908,0.2472,0.9013,0.6262,0.3413,0.5418,2.9374,1.0251,1.0948,1.0265,3.2413,1.2861,1.2789,1.4704,3.722,3.4473,3.9107,3.6059,10.1782,2.0257,2.0739,2.0178,2.0395,2.0213,6.4098,12.5927,4.1402,4.1958,4.2567,9.8387,1.9697,1.9341,1.9855,1.969,1.9804,1.2202,1.3637,1.302,0.0896,0.0121,0.0121,0.0211,0.0095,1.2796,1.1365,1.4154,0.1254,0.0239,0.0114,0.0125,-79.44,18.1
WENJOR,95.85,1.6,207.78,1.4,11.19,8.78,33.3,25,17.6,782.31,-3.3629,-2.6755,1.94,1.92,-0.07,-0.02,1.97,3.21,2.23,80.63,88.25,101.12,0.3894,-0.2983,-0.1417,0.1271,-0.655,-0.7033,2.4744,2.6301,3.3872,1.3187,1.9855,2.02,28.8143,7.2539,5.6992,25.222,8.4534,8.5542,0.3897,0.7663,0.5958,0.4749,0.5797,2.9371,1.0465,1.0233,1.0397,3.2423,1.2321,1.325,1.4231,3.727,3.5157,3.8596,3.585,10.1855,2.0349,2.0714,2.0238,2.0303,2.0251,6.296,12.55,4.1611,4.1572,4.2317,9.7645,1.9557,1.927,1.9846,1.9768,1.9203,1.481,1.7092,1.5057,0.4415,0.0713,0.0924,0.1065,0.067,1.6527,1.6593,1.4483,0.4366,0.0438,0.1026,0.0512,-164.87,18.1
AYANEV,94.72,5.41,189.31,1.77,7.05,11.25,30.1,19.5,12.9,752.75,-3.6666,-3.137,1.95,2.21,0,-0.15,1.95,3.07,2.27,76.95,89.64,98.55,0.3526,-0.2878,-0.1271,0.1075,-0.5404,-0.5694,2.1362,2.6637,3.4472,1.321,2.0818,1.9687,28.7987,7.2519,5.7482,25.2187,8.5095,8.4862,0.4254,0.7617,0.6368,0.5268,0.2531,2.9369,0.9946,1.1105,0.9886,3.2384,1.2895,1.2743,1.4085,3.7338,3.6194,3.9105,3.4532,10.1756,2.0214,2.0602,2.0157,2.0456,2.0327,6.3261,12.5038,4.163,4.156,4.1848,9.8175,1.9537,1.961,1.9478,1.9819,1.9731,1.5029,1.7158,1.4507,0.3686,0.0371,0.087,0.1071,0.0455,1.5523,1.6702,1.4654,0.345,0.0375,0.0778,0.0437,-259.08,18
QEKMIF,82.35,-4.12,234.71,1.7,7.32,7.66,39.3,25.7,13.1,605.55,-3.214,-2.4051,1.92,2.1,0.1,-0.04,1.96,3.2,2.27,81.63,88.43,101.95,0.2731,-0.2806,-0.1245,0.1246,-0.0713,-0.6206,2.4366,2.6865,3.6561,1.3568,3.2131,1.8574,28.8257,7.233,5.8487,25.2293,7.0889,8.4611,0.478,0.7729,0.5702,0.5909,0.3312,2.9375,1.0068,1.1041,0.9817,3.2394,1.2874,1.2703,1.4072,3.7259,3.6044,3.8384,3.5257,10.1811,2.0319,2.0604,2.0271,2.0369,2.0248,6.3339,12.5973,4.1861,4.1807,4.2305,9.7958,1.9599,1.9561,1.9449,1.9651,1.9698,1.2359,1.2638,1.3375,0.0948,0.0143,0.0124,0.023,0.0097,1.5529,1.6895,1.4706,0.38,0.0393,0.0823,0.0468,-221.52,18
OSIDAX,101.63,-6.67,219.98,2.98,8.59,8.52,38.6,30.7,20.3,722.96,-3.7397,-3.1944,1.95,2.05,-0.02,-0.06,1.99,3.12,2.27,79.06,89.2,98.96,0.364,-0.2692,-0.121,0.1466,-0.5677,-0.4857,2.3666,2.6422,3.4937,1.3999,2.06,2.0509,28.8032,7.2419,5.7767,25.1835,8.4556,8.4638,0.4661,0.7447,0.5761,0.4883,0.3545,2.9359,0.9759,1.1298,0.9833,3.2456,1.3522,1.2032,1.3921,3.7273,3.6169,3.8465,3.4892,10.1735,2.0282,2.0591,2.0258,2.0337,2.0267,6.2912,12.5365,4.1762,4.1645,4.1959,9.8083,1.9636,1.9582,1.9736,1.9764,1.9365,1.6889,1.4783,1.4892,0.4104,0.0444,0.0864,0.1089,0.0594,1.5024,1.6718,1.4238,0.4121,0.0542,0.099,0.0736,-260.32,18
GEQWIL,85.59,-1.7,180.82,2.78,7.44,9.74,28.3,18.6,14.5,747.52,-3.5344,-2.7106,2.04,2.08,0.01,0.04,1.94,3.08,2.27,79.07,88.71,98.14,0.2914,-0.2861,-0.1277,0.1238,-0.5426,-0.5425,2.2046,2.6371,3.4326,1.4104,2.0759,2.0502,28.8587,7.2471,5.7483,25.209,8.5297,8.5072,0.5463,0.7,0.5977,0.4307,0.3897,2.9384,0.9839,1.1208,0.9893,3.2396,1.3239,1.2301,1.4147,3.7205,3.4573,3.9199,3.5892,10.1892,2.0222,2.0813,2.0181,2.0453,2.0223,6.3026,12.5513,4.2001,4.1398,4.2114,9.8548,1.959,1.9531,1.9929,1.9728,1.9769,1.5083,1.695,1.4488,0.369,0.0273,0.0759,0.1125,0.0461,1.5195,1.6043,1.5427,0.3491,0.0417,0.0677,0.0416,-241.28,18
SAGJIV,84.02,12.72,183.43,1.7,7.27,8.82,31.3,22,13.5,623.52,-2.9501,-1.6779,1.97,2.02,-0.08,-0.14,2,3.16,2.22,81.17,88.26,96.63,0.3336,-0.3185,-0.1549,0.1415,-0.6483,-0.6216,2.2925,2.6084,3.4282,1.3709,1.9504,2.0321,28.8921,7.2704,5.7436,25.2139,8.5051,8.411,0.4853,0.7528,0.5751,0.5249,0.4504,2.9405,1.0041,1.1136,1.0026,3.2486,1.3506,1.2163,1.4284,3.7116,3.3446,3.899,3.7022,10.2011,2.0238,2.0722,2.0201,2.0612,2.0239,6.3142,12.5284,4.1784,4.1299,4.2201,9.8238,1.9736,1.9961,1.9664,1.9489,1.9389,1.5612,1.711,1.4513,0.4171,0.0508,0.0964,0.1089,0.0631,1.4955,1.6869,1.5156,0.403,0.0677,0.0801,0.0578,-132.51,18
BOYBAU,81.08,-0.03,223.77,3.24,8.68,9.06,36.3,28.3,20.5,750.17,-3.7106,-2.6545,2.08,2.01,-0.01,0,1.97,3.19,2.26,81.86,89.14,102.69,0.2214,-0.2873,-0.125,0.1904,-0.0624,-0.6306,2.3346,2.647,3.5794,1.473,3.196,2.087,28.8634,7.2427,5.782,25.1752,7.0459,8.5196,0.5208,0.7414,0.586,0.4521,0.4574,2.9362,0.9772,1.1384,0.9774,3.2439,1.3591,1.2011,1.4062,3.7183,3.508,3.8741,3.5212,10.188,2.0211,2.0737,2.0198,2.0442,2.0291,6.3434,12.6042,4.207,4.155,4.2422,9.831,1.9636,1.9158,2.0072,1.9807,1.9638,1.3331,1.2626,1.1858,0.1159,0.0228,0.0186,0.0286,0.0124,1.5186,1.6571,1.5201,0.4237,0.0515,0.0887,0.0585,-217.31,18
HISMAA,81.24,1.9,187.67,1.63,5.72,8.64,29.8,20.9,11.2,594.94,-3.4589,-1.9063,2.17,2.08,-0.11,-0.01,1.97,3.23,2.21,79.64,91.18,103.71,0.2417,-0.3124,-0.1533,0.1011,-0.587,-0.1322,1.9097,2.6362,3.5083,1.2464,1.9872,2.9946,28.8348,7.2674,5.752,25.2239,8.5021,7.1955,0.2921,0.8373,0.6401,0.3023,0.4758,2.9374,0.9972,1.1182,1.0035,3.2427,1.3089,1.2649,1.4196,3.73,3.6193,3.9002,3.4718,10.1775,2.0206,2.0663,2.019,2.0418,2.0298,6.3976,12.5008,4.1415,4.15,4.2093,9.86,1.9695,1.9582,1.9751,1.9824,1.9749,1.5321,1.6425,1.5207,0.3583,0.0449,0.0701,0.0978,0.0445,1.408,1.1792,1.2501,0.1085,0.0172,0.0167,0.012,-130.85,18
WEJBUI,78.87,1.3,212.51,2.81,12.09,10,37.6,26.5,15.8,833.13,-3.48,-2.3572,2.14,2.05,-0.08,0.02,1.97,3.17,2.22,79.16,90.65,100.66,0.2498,-0.3103,-0.1448,0.1343,-0.6246,-0.0602,2.0582,2.6197,3.4329,1.3051,2.015,3.1433,28.8362,7.2618,5.7349,25.2027,8.5052,7.0267,0.3619,0.7921,0.6258,0.2839,0.4855,2.9363,1.0302,1.0915,0.9896,3.2418,1.2523,1.3131,1.4275,3.7249,3.5601,3.8337,3.5687,10.1784,2.0317,2.0679,2.0239,2.0323,2.0226,6.376,12.5218,4.154,4.1613,4.2065,9.8524,1.9718,1.968,1.9675,1.9708,1.9743,1.56,1.6153,1.5345,0.3903,0.064,0.0689,0.1128,0.0473,1.2768,1.3469,1.1554,0.116,0.0182,0.0233,0.0159,-168.6,18
TIMYUJ,81.17,-0.61,224.73,2.36,7.64,8.67,37.6,27.2,16.1,662.05,-3.7073,-2.9651,2.02,2.06,-0.04,0.03,1.98,3.2,2.28,81.14,89.87,103.03,0.232,-0.2864,-0.1209,0.117,-0.6286,-0.0719,2.3203,2.672,3.5403,1.3901,2.0625,3.172,28.8541,7.2488,5.7688,25.1909,8.503,7.0761,0.4674,0.7352,0.5841,0.4257,0.4901,2.9369,1.022,1.095,0.9712,3.2438,1.2761,1.2816,1.409,3.7339,3.6,3.8158,3.5594,10.1739,2.0339,2.06,2.0283,2.0299,2.0219,6.3545,12.5895,4.1794,4.1747,4.2353,9.8241,1.9686,1.9545,1.958,1.9734,1.9696,1.5097,1.678,1.4948,0.4313,0.0515,0.0834,0.1268,0.0489,1.3098,1.2658,1.2109,0.115,0.0212,0.0169,0.0118,-253.83,18
DABWAH,88.79,-0.29,190.83,1.7,11.22,5.6,36.5,26.7,14.7,677.57,-3.384,-2.8829,2.1,1.97,-0.03,-0.01,1.96,3.11,2.23,76.87,88.37,99.53,0.3671,-0.2967,-0.1412,0.1136,-0.4938,-0.5634,2.1315,2.6264,3.3439,1.2709,2.0173,1.9235,28.8159,7.2775,5.6838,25.2747,8.4559,8.429,0.3366,0.7512,0.6136,0.317,0.4921,2.9349,1.0267,1.0586,1.0231,3.242,1.2664,1.2855,1.4255,3.7228,3.6593,3.9025,3.4049,10.1968,2.027,2.0645,2.0204,2.0463,2.0387,6.3176,12.4872,4.136,4.1555,4.1957,9.8281,1.9759,1.9554,1.9449,1.979,1.9728,1.4878,1.6944,1.4291,0.3716,0.0569,0.0865,0.0831,0.0697,1.6984,1.5499,1.448,0.3568,0.0315,0.0932,0.0521,-217.51,18
KABSOZ,88.24,7.64,198.74,1.78,15.28,7.46,34.3,24.1,15,902.75,-3.1414,-2.2768,2.03,1.99,-0.11,-0.06,2.01,3.16,2.22,80.6,88.61,97.46,0.2329,-0.3161,-0.1478,0.1253,-0.0528,-0.7196,2.2661,2.5952,3.4006,1.372,3.0158,1.9952,28.8677,7.2636,5.7299,25.2125,7.0772,8.5363,0.4746,0.7532,0.5578,0.4206,0.5085,2.9392,0.9897,1.0756,1.0482,3.2483,1.3488,1.2345,1.4095,3.7172,3.4217,3.8441,3.6962,10.1956,2.0349,2.0685,2.0233,2.0487,2.0202,6.3407,12.574,4.1817,4.1537,4.2386,9.8524,1.9828,1.9841,1.9684,1.9567,1.9604,1.3476,1.1957,1.1998,0.1176,0.0188,0.0221,0.0249,0.0201,1.5626,1.7632,1.4625,0.413,0.0527,0.0984,0.0694,-148.63,18
IGAJOQ,80.27,0.21,222,1.92,7.51,9.27,37,26.3,15.7,666.54,-3.6587,-2.7178,2.07,2.04,-0.07,0.04,1.98,3.19,2.25,80.89,90.3,102.53,0.2333,-0.2946,-0.1295,0.1336,-0.6494,-0.045,2.2626,2.6553,3.5083,1.3783,2.0275,3.1367,28.8707,7.2501,5.7603,25.1811,8.5176,6.9951,0.4449,0.7777,0.5892,0.3879,0.5229,2.937,1.003,1.1123,0.981,3.2443,1.2865,1.2793,1.4087,3.7303,3.5863,3.857,3.5192,10.1737,2.0273,2.0623,2.0232,2.0363,2.0247,6.3592,12.5766,4.1839,4.1625,4.2302,9.831,1.9664,1.9424,1.9727,1.9783,1.9712,1.5275,1.6722,1.4975,0.4327,0.048,0.0818,0.1335,0.0503,1.2847,1.2669,1.22,0.1166,0.0216,0.0169,0.0115,-213.29,18
UPAYAM,84.97,-0.33,197.87,2.23,6.74,18.37,37.1,26,13.4,937.57,-3.248,-1.9286,1.97,1.97,-0.01,0,1.99,3.21,2.23,81.75,88.62,100.71,0.1139,-0.3137,-0.1473,0.1116,-0.1437,-0.2454,2.4143,2.6294,3.483,1.356,3.1676,2.8965,28.8685,7.2553,5.7724,25.2153,7.0583,7.1551,0.4195,0.7915,0.5487,0.4823,0.532,2.9389,1.0047,1.1151,0.9933,3.2463,1.3815,1.1848,1.4253,3.7216,3.4732,3.8165,3.6821,10.195,2.0344,2.0632,2.032,2.0406,2.0249,6.3782,12.6791,4.2136,4.2148,4.2507,9.8289,1.9929,1.9754,1.9718,1.9305,1.9582,1.2829,1.3028,1.2988,0.0964,0.0146,0.013,0.0236,0.0101,1.396,1.204,1.3946,0.0799,0.0118,0.0089,0.0083,-151.73,18
FAFMOQ,85.08,-0.26,211.46,2.24,7.91,10.09,37.6,27,17.5,715.41,-3.3196,-2.3627,2.02,1.97,0,-0.02,2,3.25,2.24,83.43,88.47,102.23,0.0974,-0.3087,-0.1414,0.1117,-0.1369,-0.3826,2.3631,2.6634,3.569,1.3899,3.1518,2.9645,28.8666,7.2606,5.805,25.2163,7.1233,7.5067,0.4563,0.7811,0.5456,0.4094,0.5391,2.9392,0.9889,1.1334,0.9853,3.2483,1.3749,1.1926,1.4173,3.7222,3.4165,3.9059,3.6467,10.197,2.02,2.0795,2.0224,2.0504,2.0247,6.3794,12.6756,4.2149,4.2007,4.26,9.8476,1.9789,1.9848,1.9846,1.937,1.9623,1.3558,1.216,1.2959,0.0962,0.0208,0.0138,0.0197,0.0113,1.4229,1.2487,1.4143,0.0603,0.0061,0.0115,0.0062,-155.45,18
LEFSAS,89.48,9.93,188.24,1.7,10.06,8.74,31.6,21.8,13.6,714.42,-2.7443,-1.6595,2.02,1.98,-0.12,-0.09,2,3.24,2.25,83.73,87.19,98.69,0.3006,-0.3097,-0.1522,0.0962,-0.6606,-0.7316,2.3316,2.6479,3.4927,1.3781,1.9625,1.9486,28.9156,7.2633,5.7763,25.2591,8.559,8.5314,0.5388,0.7013,0.5621,0.4536,0.5511,2.9442,1.001,1.1156,0.9993,3.2509,1.3592,1.2105,1.4139,3.7169,3.3707,3.9152,3.6902,10.2108,2.0205,2.0833,2.0224,2.0605,2.0241,6.3083,12.5607,4.1827,4.1529,4.2251,9.8303,1.9715,1.9968,1.9784,1.9258,1.958,1.5643,1.6903,1.4584,0.4281,0.0575,0.0858,0.1031,0.0606,1.5984,1.749,1.4547,0.4034,0.0441,0.1025,0.0642,-123.56,18
